日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/06/02,"9,984,055","431,444,568",43.85,43.90,42.75,43.20,-0.55,"4,806"
110/06/03,"31,309,962","1,312,668,445",41.80,42.50,41.20,42.20,-1.00,"15,867"
110/06/04,"29,130,303","1,212,079,243",41.30,42.30,41.00,41.70,-0.50,"14,084"
110/06/07,"55,428,246","2,297,271,540",40.80,42.50,40.20,42.50,+0.80,"26,193"
110/06/08,"35,902,703","1,491,869,446",41.80,42.20,41.05,42.15,-0.35,"17,994"
110/06/09,"17,280,140","724,163,834",41.80,42.35,41.60,41.75,-0.40,"7,953"
110/06/10,"16,780,902","709,734,222",42.00,42.85,41.90,42.15,+0.40,"7,490"
110/06/11,"11,379,390","484,699,493",42.50,42.95,42.20,42.90,+0.75,"5,992"
110/06/15,"19,311,262","816,694,071",43.35,43.35,41.60,42.25,-0.65,"8,832"
110/06/16,"10,346,688","436,188,234",41.95,42.50,41.80,42.10,-0.15,"4,441"
110/06/17,"9,531,680","406,660,894",42.20,43.15,42.05,43.15,+1.05,"4,493"
110/06/18,"13,224,627","564,092,872",43.35,43.35,42.25,42.25,-0.90,"5,338"
110/06/21,"10,288,021","429,585,896",42.10,42.45,41.50,41.50,-0.75,"5,459"
110/06/22,"6,754,793","281,739,313",42.00,42.10,41.50,41.50, 0.00,"3,340"
110/06/23,"10,886,878","462,225,478",41.75,43.00,41.65,42.90,+1.40,"5,100"
110/06/24,"7,136,705","304,037,632",43.25,43.25,42.25,42.40,-0.50,"3,691"
110/06/25,"6,695,206","283,673,512",42.55,42.80,42.05,42.15,-0.25,"3,248"
110/06/28,"4,605,489","194,153,405",42.30,42.45,41.90,42.25,+0.10,"2,191"
110/06/29,"16,081,897","689,829,619",42.50,43.35,42.20,42.70,+0.45,"7,193"
110/06/30,"32,155,830","1,425,023,647",43.20,45.00,43.10,44.90,+2.20,"14,495"
110/07/01,"16,760,685","739,310,393",44.80,44.85,43.70,43.85,-1.05,"8,240"
110/07/02,"8,300,246","361,019,375",43.75,43.80,43.25,43.60,-0.25,"3,935"
110/07/05,"6,956,247","307,767,775",43.85,44.50,43.75,44.35,+0.75,"3,742"
110/07/06,"7,152,450","317,350,448",44.40,44.75,44.00,44.40,+0.05,"4,331"
110/07/07,"7,897,292","347,926,229",44.40,44.60,43.70,44.00,-0.40,"4,502"
110/07/08,"5,774,126","253,843,756",44.05,44.45,43.65,43.70,-0.30,"3,031"
110/07/09,"7,449,636","326,379,118",43.50,44.30,43.20,43.60,-0.10,"3,730"
110/07/12,"6,206,149","273,777,861",44.05,44.40,43.75,44.40,+0.80,"3,275"
110/07/13,"16,137,019","716,911,344",44.80,45.30,43.65,43.80,-0.60,"8,504"
110/07/14,"23,530,478","1,064,041,437",44.80,46.45,44.60,44.65,+0.85,"11,888"
110/07/15,"10,107,806","453,202,106",45.10,45.20,44.55,44.90,+0.25,"5,397"
110/07/16,"14,805,128","671,114,778",44.60,45.80,44.50,45.40,+0.50,"6,674"
110/07/19,"11,397,130","520,258,814",45.70,46.10,45.25,45.50,+0.10,"5,479"
110/07/20,"10,791,411","486,966,289",45.00,45.60,44.70,45.00,-0.50,"5,541"
110/07/21,"12,504,417","567,070,686",45.95,45.95,44.80,45.30,+0.30,"6,020"
110/07/22,"39,111,182","1,844,065,138",45.85,48.00,45.75,47.95,+2.65,"19,485"
110/07/23,"30,641,463","1,454,504,047",48.40,48.65,46.65,46.75,-1.20,"16,175"
110/07/26,"12,904,785","610,890,408",46.75,47.95,46.65,47.50,+0.75,"5,977"
110/07/27,"12,460,033","590,537,312",47.70,48.10,46.85,46.85,-0.65,"6,432"
110/07/28,"13,505,225","614,695,713",46.50,46.70,43.90,45.50,-1.35,"6,891"
110/07/29,"6,219,460","285,243,870",46.20,46.25,45.25,45.95,+0.45,"3,473"
110/07/30,"15,298,543","720,594,859",46.50,47.95,46.30,46.40,+0.45,"8,105"
110/08/02,"9,124,218","429,795,914",46.80,47.65,46.70,46.95,+0.55,"4,643"
110/08/03,"28,938,099","1,393,126,999",47.80,48.75,47.80,48.00,+1.05,"13,868"
110/08/04,"18,273,732","881,824,885",48.40,48.75,47.80,48.20,+0.20,"8,411"
110/08/05,"27,616,596","1,353,409,597",48.50,49.90,48.05,49.90,+1.70,"12,410"
110/08/06,"46,271,977","2,340,011,370",50.50,51.40,49.55,50.30,+0.40,"24,028"
110/08/09,"26,328,936","1,305,186,166",50.20,50.80,48.50,48.55,-1.75,"14,306"
110/08/10,"18,779,385","902,415,105",48.55,49.05,47.30,47.85,-0.70,"9,925"
110/08/11,"17,025,694","815,999,646",47.80,48.70,47.05,48.00,+0.15,"8,503"
110/08/12,"13,672,359","654,785,986",47.90,48.40,47.40,47.80,-0.20,"6,422"
110/08/13,"21,607,969","995,470,374",48.00,48.00,45.00,45.00,-2.80,"11,740"
110/08/16,"10,372,671","466,102,415",45.10,45.65,44.50,44.70,-0.30,"4,920"
110/08/17,"13,705,306","603,121,612",45.15,45.25,43.20,43.20,-1.50,"7,233"
110/08/18,"20,537,151","907,442,161",42.85,45.25,42.55,45.00,+1.80,"6,857"
110/08/19,"30,581,079","1,277,786,657",42.40,42.40,40.70,40.70,X0.00,"12,508"
110/08/20,"14,677,569","605,376,065",41.35,41.80,40.65,41.50,+0.80,"6,071"
110/08/23,"14,114,902","601,971,218",42.50,43.00,42.20,42.70,+1.20,"6,968"
110/08/24,"12,826,403","551,911,881",43.00,43.80,42.50,43.55,+0.85,"5,094"
110/08/25,"8,326,690","365,527,244",43.55,44.25,43.20,44.10,+0.55,"4,565"
110/08/26,"16,506,933","740,528,390",44.10,45.20,44.10,45.15,+1.05,"7,974"
110/08/27,"20,662,380","947,168,122",45.00,46.65,44.80,45.65,+0.50,"10,771"
110/08/30,"9,796,474","449,381,131",45.85,46.40,45.35,45.75,+0.10,"5,027"
110/08/31,"9,322,135","421,228,031",45.65,45.70,44.70,45.60,-0.15,"4,931"
110/09/01,"10,920,092","502,356,367",45.80,46.50,45.45,46.40,+0.80,"5,815"
110/09/02,"9,970,582","454,977,845",46.15,46.45,45.00,45.00,-1.40,"5,664"
110/09/03,"16,364,879","754,953,899",45.55,46.60,45.40,46.40,+1.40,"7,366"
110/09/06,"13,583,223","628,586,151",47.00,47.25,45.70,45.75,-0.65,"6,297"
110/09/07,"8,223,045","372,707,376",45.80,46.20,44.90,45.35,-0.40,"4,750"
110/09/08,"14,156,666","623,969,015",45.00,45.15,43.55,43.65,-1.70,"7,649"
110/09/09,"14,414,437","629,726,304",43.60,44.10,43.40,43.80,+0.15,"6,694"
110/09/10,"6,487,272","288,238,292",43.90,45.00,43.85,44.85,+1.05,"3,430"
110/09/13,"6,681,946","297,037,407",44.85,45.15,44.10,44.20,-0.65,"4,035"
110/09/14,"5,391,008","236,970,753",44.45,44.50,43.70,43.80,-0.40,"3,330"
110/09/15,"5,341,176","232,367,492",43.80,44.15,43.25,43.30,-0.50,"3,245"
110/09/16,"3,696,686","160,468,957",43.50,43.85,43.20,43.30, 0.00,"2,122"
110/09/17,"5,813,399","250,739,803",43.50,43.50,42.80,43.20,-0.10,"2,994"
110/09/22,"9,992,469","421,522,092",42.00,42.75,41.80,42.00,-1.20,"4,922"
110/09/23,"10,116,412","434,277,654",42.55,43.60,42.50,42.50,+0.50,"5,490"
